review,source_file,tokens,sentiment,dominant_topic,category,image_path,product_url
"나아니면누구뽑을건데
상위 5%
신고
24.07.04
옵션
블랙
FREE
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
158cm
47kg
상의 55
??프로필 키 158 55 사이즈 xs-s 상체에 비해 하체통통
여름에 언제든 어디서든 입기 좋은 옷이에요??
검정색이라 실패할 걱정도 없습니다!
특히 원단이 촤르르해서 촉감이 너무 좋아용
그리고 U넥이라 올블랙으로 입어도 답답해 보이지 않고 세련된 도…
더보기",zigzag_reviews_1.csv,"['누구', '프로필', '상체', '하체', '통통', '여름', '언제', '어디', '서든', '검정색', '걱정', '원단', '촤르르해', '촉감', '올블랙', '보이지']",positive,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"몽모몽
탑리뷰어
신고
25.02.25
옵션
(유넥) 블랙
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
159cm
51kg
상의 44
키 159cm 기준 엉덩이 윗 라인에 걸쳐져요.
여름에 슬랙스 안에 넣어 입기 좋고, 재질도 부들부들하고 촤르르 떨어지는 느낌이라 그동안 입었던 반팔들 중에서는 재질 좋은 편에 속해요.
디자인도 깔끔하고 어깨가 넓어 보이지 않는 라인이어서 하나쯤 있으…
더보기",zigzag_reviews_1.csv,"['몽모몽', '유넥', '기준', '엉덩이', '라인', '여름', '슬랙스', '촤르르', '그동안', '디자인', '어깨', '보이지', '라인', '하나']",positive,0,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"1I6rdF43
신고
24.10.14
옵션
블랙
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
167cm
58kg
상의 55
이거 저 화이트 사고 받자마자 미쳤다 하고 바로 블랙 쟁였는데요.. 진짜 이게 부들부들 스판끼 미쳤는데 또 후줄근한 느낌 전혀 없고 늘어남 없고 미쳤어요. 단독으로 입기도 너무 좋고 이너로 받쳐 입기도 진짜 너무 예쁩니다ㅜ 꼭 사세요",zigzag_reviews_1.csv,"['사고', '바로', '부들부들', '스판끼', '전혀', '단독']",positive,1,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"몽모몽
탑리뷰어
신고
25.02.25
옵션
(유넥) 아이보리
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
159cm
51kg
상의 44
기본티로 하나쯤 있으면 좋을 것 같아서 검은색과 흰색 구매했어요.
키 159cm 기준 엉덩이 윗 라인에 걸쳐져요.
여름에 슬랙스 안에 넣어 입기 좋고, 재질도 부들부들하고 촤르르 떨어지는 느낌이라 그동안 입었던 반팔들 중에서는 재질 좋은 편에 속해요.…
더보기",zigzag_reviews_1.csv,"['몽모몽', '유넥', '하나', '검은색', '흰색', '기준', '엉덩이', '라인', '여름', '슬랙스', '촤르르', '그동안']",positive,0,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"알았으면끄덕여
신고
24.08.10
옵션
크림
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
158cm
65kg
상의 77
서울 출장이 있는데, 케텍스 타고 다녀야 해서
최대한 편한데 너무 편하지 않은 꾸안꾸로 코디활용!
럭키비키로 선재 포토이즘 발견해서 사진까지??
원단 너무 부드럽고 좋았다구요
여름에는 단독으로, 가을에는 자켓 안에 이너로 추천
빨리 가을와라,, 가을에도…
더보기",zigzag_reviews_1.csv,"['서울', '출장', '케텍스', '타고', '최대한', '코디', '활용', '럭키', '비키', '선재', '포토', '이즘', '발견', '원단', '여름', '단독', '가을', '자켓', '추천', '가을', '가을']",positive,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"KsqN3aZf
신고
25.06.08
옵션
(유넥) 아이보리
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
164cm
53kg
상의 55
옷 재질 탄탄하고 좋아요. 목이 적당히 파여서 부담스럽지 않고 시원해 보여서 좋습니다. 아이보리랑 블랙 두 개 샀는데 아주 만족스럽습니다.",zigzag_reviews_1.csv,"['유넥', '부담']",positive,0,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"KsqN3aZf
신고
25.06.08
옵션
(유넥) 블랙
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
164cm
53kg
상의 55
옷 재질 탄탄하고 좋아요. 목이 적당히 파여서 부담스럽지 않고 시원해 보여서 좋습니다. 아이보리랑 블랙 두 장 샀는데 아주 만족스럽습니다.",zigzag_reviews_1.csv,"['유넥', '부담']",positive,0,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"fYoFXwp3
상위 5%
신고
25.05.20
옵션
(유넥) 아이보리
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
158cm
43kg
상의 55
모달반팔은 원단이 도톰해서 비침이 없어서 좋네요! 노란색 줄자 밑에 댄 건데 거의 안 비치는 정도에요~ 기장은 제 키에 윗골반 엉덩이 살짝 덮는 정도(꼬리뼈까지 와요)여서 딱 좋고요 암홀도 통도 딱 기본 반팔티에 충실한 디자인이에요. 약간의 실밥 정리…
더보기",zigzag_reviews_1.csv,"['유넥', '원단', '노란색', '줄자', '거의', '골반', '엉덩이', '꼬리뼈', '여서', '디자인', '약간', '실밥', '정리']",positive,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"fYoFXwp3
상위 5%
BEST 리뷰
신고
25.05.20
옵션
(라운드넥) 블랙
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
158cm
43kg
상의 55
모달반팔은 원단이 도톰해서 비침이 없어서 좋네요! 노란색 줄자 밑에 댄 건데 거의 안 비치는 정도에요~ 기장은 제 키에 윗골반 엉덩이 살짝 덮는 정도(꼬리뼈까지 와요)여서 딱 좋고요 암홀도 통도 딱 기본 반팔티에 충실한 디자인이에요. 약간의 실밥 정리…
더보기",zigzag_reviews_1.csv,"['라운드', '원단', '노란색', '줄자', '거의', '골반', '엉덩이', '꼬리뼈', '여서', '디자인', '약간', '실밥', '정리']",positive,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"행복한쪼꼬미
상위 1%
신고
25.05.11
옵션
(유넥) 블랙
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
160cm
50kg
상의 55
벌써 두번째 구매요~ 
흰색 사고 맘에 들어서 검정도 구입했어요~ ??
늘어나는 재질 아니고 쫀쫀해여~~사이즈,디자인 다 맘에 들어여~ 
소매도 너무 내려오지 않아서 딱임요~",zigzag_reviews_1.csv,"['쪼꼬', '유넥', '벌써', '두번째', '흰색', '사고', '검정', '쫀쫀', '디자인', '소매']",positive,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"chaechae
상위 1%
신고
25.04.30
옵션
(유넥) 화이트
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
168cm
57kg
상의 55
체험단 이벤트로 상품을 무료로 제공받아 작성한 리뷰입니다.
화이트 컬러인데, 정말 딱 찾던 기본 티셔츠!??

부드러운 모달 소재라 피부에 닿는 촉감이 너무 좋고, 한여름에도 시원하게 입을 수 있을 만큼 얇고 가벼워요. 유넥 라인이 깊지 않아서 부담 없이 단독으로도 입을 수 있고, 레이어드용 이너티로 활용하기에…
더보기",zigzag_reviews_1.csv,"['유넥', '이벤트', '무료', '제공', '작성', '컬러', '정말', '티셔츠', '소재', '피부', '촉감', '한여름', '만큼', '유넥', '라인', '부담', '단독', '레이어', '드용', '활용']",positive,0,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"xuyMFngy
상위 5%
신고
25.06.09
옵션
(유넥) 아이보리
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
170cm
50kg
상의 55
부드럽고 편하게 입을수 있을것 같아요 면티인데 청바지에 입으려고 샀어요 색깔 고민을 하다가 그냥 기본적인 흰색 사봤어요 10가트는 천이 좋아서 착용감이 부드러워요 기본티 필요하신분 사보세요 골반까지 내려와서 길이도 적당하고 괜찮아요",zigzag_reviews_1.csv,"['유넥', '면티', '청바지', '색깔', '고민', '흰색', '가트', '천이', '착용', '신분', '골반', '길이']",positive,0,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"Rw6nBTGp
신고
25.06.06
옵션
(유넥) 아이보리
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
157cm
51kg
상의 55
친언니가 제발 기본 흰티 좀 사라고 패션의 기본이 그거라고 해서 이번에 처음 내돈내산 해봅니다. 와 근데 진짜로 재질이 너무너무너무 좋아서 자꾸만 손으로 쓰다듬게 됩니다. 왜 앞선 리뷰들에 소재가 너무 좋다는 얘기가 계속 있었는지 바로 이해가 갑니다.…
더보기",zigzag_reviews_1.csv,"['유넥', '친언니', '제발', '사라', '패션', '그거', '이번', '처음', '자꾸만', '소재', '얘기', '계속', '바로', '이해']",positive,1,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"u0ba**
상위 1%
BEST 리뷰
신고
25.05.30
옵션
(유넥) 아이보리
FREE
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
163cm
51kg
상의 55
처음 받아보고 정말 놀랐던 점은 배송이 생각보다 훨씬 빨랐다는 거예요. 주문한 지 얼마 되지도 않았는데 금방 도착해서, 기다림의 불편함 없이 바로 제품을 받아볼 수 있어 만족스러웠습니다.
제품을 실제로 받아보니 기대 이상이었어요. 가장 먼저 눈에 띈 …
더보기",zigzag_reviews_1.csv,"['유넥', '처음', '보고', '정말', '배송', '주문', '얼마', '금방', '도착', '기다림', '바로', '제품', '제품', '실제', '기대', '이상', '가장', '먼저']",neutral,0,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"스미르나
상위 10%
신고
25.05.26
옵션
(유넥) 크림
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
169cm
63kg
상의 55
인생 U넥 반팔티셔츠가 여기있었네요..??????
세탁하고 한번 입은건데도 구김이나 손상 전혀 없이 너무 퀄리듸가 좋아요!
피부가 까만편이어서 크림색계열로 골랐는데 다른 컬러들도 진짜 여러개 사서 쟁여둬야겠어용!!ㅋㅋ
같이 산 치마바지랑도 잘 어울려서 …
더보기",zigzag_reviews_1.csv,"['스미르나', '유넥', '인생', '티셔츠', '세탁', '한번', '구김', '손상', '전혀', '퀄리듸', '피부', '계열', '다른', '컬러', '사서']",positive,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"기부니조크든요
탑리뷰어
신고
25.05.26
옵션
(유넥)화이트
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
164cm
51kg
상의 55
어깨선이랑 총장 보시라고 빼입해서 찍었어요!
소재가 굉장히 부드러운데 약간 두께가 있어서 비침없이 입을 수 있어요. 그리고 목라인이 시원해보이면서 후줄근하지 않게 적당히 파여서 맘에 들어요!
어깨선도 적당해서 어깨부각없이 날씬해보여요~~
휘뚜루마뚜루 …
더보기",zigzag_reviews_1.csv,"['기부', '유넥', '어깨', '총장', '보시', '빼입', '소재', '약간', '두께', '라인', '시원', '어깨', '선도', '어깨', '부각']",positive,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"서계안
탑리뷰어
신고
25.05.05
옵션
(유넥) 블랙
FREE
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
168cm
56kg
상의 66
어깨 넓고 체격 있는 편이예요. 55반-66사이즈 입습니다. 이 티셔츠 진짜 마음에 들어요. 소재가 쫀쫀하고 두께감도 있고 괜찮아요. 싸구려 티셔츠 절대 아니고 넥라인이나 마감이 깨끗하고 좋아요.

실제로 입었을 때 실물이 더 예뻐보입니다. 사진을 어…
더보기",zigzag_reviews_1.csv,"['유넥', '어깨', '체격', '편이', '티셔츠', '소재', '쫀쫀', '두께', '싸구려', '티셔츠', '절대', '넥라인', '실제', '실물']",positive,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"DBF5gAik
상위 5%
신고
25.04.14
옵션
(라운드넥) 블랙
FREE
사이즈
정사이즈예요
퀄리티
보통이에요
색감
화면과 비슷해요
상의 77~77반 입는데
딱 맞아요
제 체형상 넥라인이 더 파여있음 좋았겠지만
이정도도 만족해요 ㅎㅎ
원단 자체 신축성이 엄청 좋아요
애매한 핏보다
오히려 날씬해보여서 좋아요
넣어입어도 좋고 빼입어도 좋아요
굿",zigzag_reviews_1.csv,"['라운드', '체형', '넥라인', '원단', '자체', '신축', '오히려']",neutral,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"HLMdDEeu
상위 10%
신고
25.02.11
옵션
(유넥) 아이보리
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
163cm
50kg
너무 만족해요 처음에 구매하기 전에는 살짝 내복같이 보일까봐 망설였는데, 받고 입어보니 전혀 그런 느낌이 없어요! 그리고 확실히 재질이 좋은게 느껴지고, 재질 자체가 탄탄?하고 유넥이다보니 목부분도 잘 안늘어날 것 같아요. 그리고 겨땀많은 사람이라 반…
더보기",zigzag_reviews_1.csv,"['유넥', '처음', '내복', '전혀', '자체', '유넥', '부분', '겨땀', '사람']",positive,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"shse**
상위 5%
신고
25.05.26
옵션
(유넥) 딥블루
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면보다 어두워요
정보
155cm
50kg
상의 55
어깨가 넓은 55인데 제 어깨선보다 더 넓게 나왔음 꽤 넉넉한 사이즈
완전 박스는 아니고 활동에 편한 정도

재질은 오래 입을 수 있을 듯함

목선 튼튼해서 후줄근하지 않을 듯 

젤 아쉬운건 색상
딥블루랬는데 거의 먹색에 가까움 

교환 귀찮아서 …
더보기",zigzag_reviews_1.csv,"['유넥', '딥블루', '어깨', '어깨', '완전', '박스', '활동', '듯함', '목선', '딥블루', '거의', '교환']",positive,0,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"3qLqiLLf
신고
25.06.09
옵션
(유넥) 아이보리
FREE
사이즈
정사이즈예요
퀄리티
보통이에요
색감
화면과 비슷해요
정보
160cm
60kg
상의 66
작을줄알았는데 생각보다 널널하고 좋고
냄새가 나긴하는데 빨면되겠죠뭐
탄탄하니 만족스럽네용 인기많을 법 합니다!",zigzag_reviews_1.csv,"['유넥', '널널', '냄새', '인기']",positive,0,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"jisu***
상위 10%
신고
25.05.18
옵션
(유넥) 아이보리
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
166cm
62kg
상의 77
세탁후 상태예요. 보통 저렴한 스파브랜드들이 세탁후 박음질이 틀어지던데 옆부분 재봉이 틀어짐 없이 깔끔해요. 이 제품은 재봉이나 재단이 잘된제품이네요. 소재도 탄탄해서 매우 만족해요.",zigzag_reviews_1.csv,"['유넥', '세탁', '상태', '스파', '브랜드', '세탁', '박음질', '부분', '재봉', '제품', '재봉', '재단', '제품', '소재', '매우']",positive,0,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"시안
신고
24.09.19
옵션
블랙
FREE
사이즈
정사이즈예요
퀄리티
보통이에요
색감
화면과 비슷해요
정보
162cm
62kg
상의 66
그냥 편하게 입고 다닐 수 있는 티셔츠예요. 말 그대로 무난합니다.

다만, 제가 가슴이 75F~G 정도로 큰 편이라 몸에 애매하게 붙어서 좀 부해 보이는 거 같아요. 당연히 가슴이 크니까 어쩔 구 없다고 보기는 하지만.. 가슴뿐만 아니라 팔뚝도 살짝…
더보기",zigzag_reviews_1.csv,"['시안', '티셔츠', '그대로', '무난', '다만', '가슴', '편이', '가슴', '가슴', '팔뚝']",negative,0,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"7SmpaKLZ
신고
24.06.22
옵션
아이보리
FREE
사이즈
생각보다 커요
퀄리티
보통이에요
색감
화면과 비슷해요
목부분이 적당히 파여서 부담스럽지 않게 입기 좋아요.넉넉한 사이즈여서 팔뚝 커버 가능합니다. 
그리고 생각보다 도톰해서 비침이 심하지 않고 단독으로 입어도 빈티나지 않는 티입니다.
다만 보들보들한 소재라서 자주 빨면 보풀이 날 수도 있을 거 같아요.",zigzag_reviews_1.csv,"['부분', '부담', '팔뚝', '커버', '단독', '빈티나', '다만', '소재', '자주', '보풀', '수도']",positive,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"EuMlHIar
신고
25.06.02
옵션
(유넥) 아이보리
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
161cm
53kg
상의 55
혹시 이상하면 어쩌나 아이보리색만 샀는데~ 색깔별로 쟁여도 괜찮을 거 같아요! 넥라인이 너무 높으면 답답해보이는데 적당히 파여서 목도 안짧아보여요!! 어깨라인도 적당히 떨어져서 여리여리해보여용",zigzag_reviews_1.csv,"['유넥', '혹시', '색깔', '별로', '쟁여', '넥라인', '목도', '어깨', '라인', '여리해']",neutral,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"IhN1rMEi
상위 10%
신고
25.05.31
옵션
(유넥) 멜란지[그레이]
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
171cm
55kg
상의 55
일단 소재가 시원해서 마음에들어요. 스커트랑 청바지, 슬랙스 모두 잘 어울리고 목파임 정도도 딱 좋습니다. 흰색.검정.구입하고 마음에 들어서 그레이도 기본티로 구입했어요. 목파임은 사진참고하세요.",zigzag_reviews_1.csv,"['유넥', '멜란지', '그레이', '일단', '소재', '스커트', '청바지', '슬랙스', '모두', '흰색', '검정', '그레이']",positive,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"e62hHBwa
상위 5%
신고
25.05.31
옵션
(유넥) 블랙
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
162cm
48kg
상의 44
재질 정말 부드러워요 남자친구가 부드럽다고 좋아해요
잠옷으로 입으려고 구매했는데 밖에서 입으려구요^^ 핏도 이쁘고 편하고 넥라인 덕분에 목도 길어보이구~ 퀄리티 좋습니다 완전 강추",zigzag_reviews_1.csv,"['유넥', '정말', '남자친구', '잠옷', '넥라인', '덕분', '목도', '완전', '강추']",positive,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
"Aeyong
상위 5%
신고
25.05.15
옵션
(유넥) 라이트베이지
FREE
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
166cm
50kg
상의 55
좋아하는 유튜버 추천으로 구매했어요! 
배송빨라서 좋았습니당.
우선 소재가 엄청 부드러워요! 가격이 저렴해서 큰기대 안했는데 부들부들한 소재에 쫀쫀한게 진짜 좋습니다.
탁한 베이지느낌이 흔하지않고 휘뚤마뚤 입기 좋아요
소매는 팔뚝 덮는 기장으로 팔뚝살…
더보기",zigzag_reviews_1.csv,"['유넥', '라이트', '베이지', '유튜버', '추천', '배송', '우선', '소재', '기대', '소재', '쫀쫀한', '베이지', '휘뚤마뚤', '소매', '팔뚝', '팔뚝']",positive,2,상의/반팔,review_1.jpg,https://zigzag.kr/catalog/products/122550593
